head_2,head_7,head_8,head_10,head_12,head_13_0,head_13_1,head_14,head_21_value_1,head_21_value_2,head_21_value_3,body_11,body_12,body_13,body_14_value_1,body_14_value_2,body_14_value_3,body_14_value_4,body_15_value_1,body_15_value_2,body_15_value_3,body_15_value_4,body_15_value_5,body_16,body_17
2,6,38,800,0,2,33800,6615057,6,,,80,65,2,-41,100,-10,70,,,,,,595961943622.0,2870.0
2,6,42,400,0,2,33800,6615057,6,,,80,65,2,-41,100,-10,70,,,,,,595961943622.0,2870.0
7,6,34,500,7,2,33806,6615056,9,,,5,128,1,-125,105,-8,-124,,,,,,18201575685.0,3016.0
7,6,35,100,6,2,33807,6615057,,,,80,65,1,-48,109,-48,-117,,,,,,599170756747.0,5640.0
2,6,35,400,7,2,33808,6615057,6,,,80,65,2,-56,97,62,2,,,,,,586305248770.0,6259.0
2,6,35,700,7,2,33809,6615057,6,,,80,65,4,-35,101,100,-38,,,,,,593850983642.0,446.0
2,6,35,700,7,2,33810,6615057,6,,,80,65,2,-1,107,61,-124,,,,,,591666871684.0,3266.0
2,6,35,700,7,2,33811,6615057,6,,,80,65,2,-50,107,-59,111,,,,,,599193453935.0,4713.0
2,6,35,800,6,2,33812,6615057,5,,,80,65,6,-24,97,-84,73,,,,,,589588368457.0,5050.0
2,6,42,400,6,2,33812,6615057,5,,,80,65,6,-24,97,-84,73,,,,,,589588368457.0,5050.0
2,6,35,800,7,2,33813,6615057,6,,,80,65,5,-49,97,51,-79,,,,,,596016346033.0,2112.0
10,6,35,900,6,2,33814,-1,,,,255,65535,255,,,,,,,,,,,
5,6,36,0,7,2,33815,6615056,8,,,5,128,0,9,94,123,27,,,,,,4670947966.0,3080.0
2,6,36,100,7,2,33816,6615057,6,,,80,65,2,-56,108,-13,-83,,,,,,597038429101.0,2031.0
2,6,36,200,7,2,33817,6615057,5,,,80,65,2,-41,101,-21,32,,,,,,600256908064.0,395.0
4,6,36,0,6,2,33821,6615056,8,,,5,128,0,-87,7,-63,97,,,,,,198837052.0,7.0
1,6,42,400,6,2,33821,6615056,8,,,5,128,0,-87,7,-63,97,,,,,,198837052.0,7.0
2,6,48,500,0,2,33827,6615057,6,,,80,65,1,-16,-25,30,-59,,,,,,655006310085.0,4951.0
2,6,52,700,0,2,33827,6615057,6,,,80,65,1,-16,-25,30,-59,,,,,,655006310085.0,4951.0
2,6,55,800,4,2,33831,6615057,6,,,80,65,5,-40,106,-69,-71,,,,,,590651685817.0,5320.0
2,6,57,800,4,2,33831,6615057,6,,,80,65,5,-40,106,-69,-71,,,,,,590651685817.0,5320.0
2,6,56,400,3,2,33832,6615057,6,,,80,65,4,-5,96,110,8,,,,,,599219719688.0,6291.0
2,6,56,600,4,2,33833,6615057,6,,,80,65,3,-7,105,-13,-12,,,,,,584169403380.0,5159.0
2,6,57,800,4,2,33833,6615057,6,,,80,65,3,-7,105,-13,-12,,,,,,584169403380.0,5159.0
2,6,56,700,3,2,33834,6615057,6,,,80,65,1,-15,103,121,-32,,,,,,584134408672.0,584.0
2,6,57,800,3,2,33834,6615057,6,,,80,65,1,-15,103,121,-32,,,,,,584134408672.0,584.0
2,11,2,900,3,2,33835,6615057,5,,,80,65,2,-43,103,59,106,,,,,,588446202730.0,3929.0
2,6,59,100,3,2,33835,6615057,5,,,80,65,2,-43,103,59,106,,,,,,588446202730.0,3929.0
2,11,2,900,3,2,33836,6615057,6,,,80,65,4,-26,108,36,-57,,,,,,590629274823.0,3448.0
2,6,58,700,3,2,33836,6615057,6,,,80,65,4,-26,108,36,-57,,,,,,590629274823.0,3448.0
2,11,2,900,4,2,33837,6615057,5,,,80,65,2,-61,99,-111,105,,,,,,586308776297.0,1666.0
2,6,58,900,4,2,33837,6615057,5,,,80,65,2,-61,99,-111,105,,,,,,586308776297.0,1666.0
2,11,2,900,3,2,33838,6615057,6,,,80,65,1,-3,-84,97,41,,,,,,630315442473.0,4710.0
2,11,1,700,3,2,33838,6615057,6,,,80,65,1,-3,-84,97,41,,,,,,630315442473.0,4710.0
2,11,8,0,3,2,33839,6615057,6,,,80,65,1,-8,97,-114,-98,,,,,,598099357342.0,2386.0
2,11,3,700,3,2,33839,6615057,6,,,80,65,1,-8,97,-114,-98,,,,,,598099357342.0,2386.0
2,11,8,0,5,2,33840,6615057,6,,,80,65,1,-24,101,63,-96,,,,,,592736591776.0,5713.0
2,11,4,400,5,2,33840,6615057,6,,,80,65,1,-24,101,63,-96,,,,,,592736591776.0,5713.0
2,11,33,600,4,2,33840,6615057,6,,,80,65,1,-24,101,63,-96,,,,,,592736591776.0,5713.0
2,11,59,200,5,2,33840,6615057,6,,,80,65,1,-24,101,63,-96,,,,,,592736591776.0,5713.0
2,5,4,600,5,2,33840,6615057,6,,,80,65,1,-24,101,63,-96,,,,,,592736591776.0,5713.0
2,11,6,200,3,2,33841,6615057,6,,,80,65,2,-61,109,-114,-32,,,,,,588457144032.0,576.0
2,11,8,0,3,2,33841,6615057,6,,,80,65,2,-61,109,-114,-32,,,,,,588457144032.0,576.0
2,11,15,900,3,2,33842,6615057,6,,,80,65,5,-57,102,-14,-96,,,,,,590643319456.0,1461.0
2,11,18,300,3,2,33842,6615057,6,,,80,65,5,-57,102,-14,-96,,,,,,590643319456.0,1461.0
2,11,9,600,6,2,33852,6615057,5,,,80,65,3,-28,105,114,-27,,,,,,588474520293.0,3250.0
2,11,13,200,6,2,33852,6615057,5,,,80,65,3,-28,105,114,-27,,,,,,588474520293.0,3250.0
2,11,9,700,6,2,33853,6615057,6,,,80,65,4,-5,102,-7,-30,,,,,,594921585122.0,4483.0
2,11,18,300,6,2,33853,6615057,6,,,80,65,4,-5,102,-7,-30,,,,,,594921585122.0,4483.0
2,11,9,700,7,2,33854,6615057,6,,,80,65,3,-40,102,-28,-23,,,,,,585241011433.0,2900.0
7,11,9,800,7,2,33855,6615056,9,,,5,128,1,-13,-25,-60,-122,,,,,,21770733063.0,5152.0
2,11,23,400,7,2,33856,6615057,6,,,80,65,6,-31,107,96,32,,,,,,596030677024.0,973.0
7,11,10,0,7,2,33856,6615057,6,,,80,65,6,-31,107,96,32,,,,,,596030677024.0,973.0
7,11,10,400,7,2,33857,6615057,,,,80,65,2,-57,103,-8,14,,,,,,586307606542.0,304.0
7,11,10,200,7,2,33858,6615056,5,,,5,128,1,101,-94,-13,3,,,,,,17618305942.0,5572.0
2,11,10,800,7,2,33859,6615057,6,,,80,65,1,-29,109,-24,8,,,,,,594878138376.0,5708.0
7,11,11,600,7,2,33860,6615056,5,,,5,128,1,106,-96,-36,-54,,,,,,17353277799.0,4567.0
2,11,11,600,7,2,33861,6615057,6,,,80,65,5,-27,98,-8,29,,,,,,584207915037.0,756.0
2,11,23,400,7,2,33862,6615057,6,,,80,65,2,-26,109,-88,-97,,,,,,589528598687.0,4211.0
2,11,11,700,7,2,33862,6615057,6,,,80,65,2,-26,109,-88,-97,,,,,,589528598687.0,4211.0
7,11,12,0,6,2,33863,6615057,6,,,80,65,1,-48,108,-122,19,,,,,,592730465811.0,5740.0
2,11,18,300,6,2,33863,6615057,6,,,80,65,1,-48,108,-122,19,,,,,,592730465811.0,5740.0
2,11,11,900,7,2,33864,6615057,6,,,80,65,1,-8,106,52,86,,,,,,590581191766.0,6086.0
7,11,13,0,6,2,33865,6615057,6,,,80,65,6,-27,103,-85,3,,,,,,592820710147.0,356.0
5,11,23,400,6,2,33866,6615056,9,,,5,128,0,-121,33,-121,-115,,,,,,5353046020.0,4507.0
5,11,13,700,6,2,33866,6615056,9,,,5,128,0,-121,33,-121,-115,,,,,,5353046020.0,4507.0
5,11,10,500,7,2,33867,6615056,,,,5,128,1,101,-94,-13,3,,,,,,21913273238.0,1838.0
2,11,12,800,3,2,33868,6615057,6,,,80,65,4,-26,108,36,-57,,,,,,591703016647.0,3562.0
2,11,13,200,3,2,33868,6615057,6,,,80,65,4,-26,108,36,-57,,,,,,591703016647.0,3562.0
7,11,26,0,7,2,33872,6615057,6,,,80,65,1,-8,106,52,86,,,,,,591654933590.0,4263.0
5,11,51,0,6,2,33890,6615057,,,,80,65,6,-27,103,-85,3,,,,,,593894451971.0,3379.0
2,11,43,0,6,2,33891,6615057,5,,,80,65,1,-13,103,74,103,,,,,,600240999015.0,3864.0
2,11,44,300,7,2,33892,6615057,5,,,80,65,4,-16,100,-23,-71,,,,,,596004374969.0,2584.0
2,11,43,900,6,2,33893,6615057,5,,,80,65,2,-42,101,65,-98,,,,,,598114410910.0,3999.0
2,11,54,100,6,2,33893,6615057,5,,,80,65,2,-42,101,65,-98,,,,,,598114410910.0,3999.0
2,11,44,400,7,2,33894,6615057,6,,,80,65,4,-53,99,-97,6,,,,,,597078269702.0,5901.0
5,11,45,200,7,2,33895,6615056,9,,,5,128,0,-22,-121,124,27,,,,,,780338453.0,3233.0
5,11,45,200,6,2,33896,6615056,8,,,5,128,0,95,-52,-76,-39,,,,,,4768531595.0,2275.0
5,11,54,100,6,2,33896,6615056,8,,,5,128,0,95,-52,-76,-39,,,,,,4768531595.0,2275.0
7,11,46,0,7,2,33897,6615057,6,,,80,65,1,-6,100,83,-9,,,,,,589513020407.0,5257.0
2,11,46,100,7,2,33898,6615057,6,,,80,65,4,-18,107,-23,84,,,,,,602447563092.0,2604.0
5,11,46,200,6,2,33899,6615056,9,,,5,128,0,-38,4,65,-72,,,,,,4752147328.0,5261.0
5,11,54,100,6,2,33899,6615056,9,,,5,128,0,-38,4,65,-72,,,,,,4752147328.0,5261.0
2,11,46,200,7,2,33900,6615057,6,,,80,65,1,-26,100,85,84,,,,,,591655900500.0,2516.0
2,11,59,200,7,2,33900,6615057,6,,,80,65,1,-26,100,85,84,,,,,,591655900500.0,2516.0
2,5,4,700,7,2,33900,6615057,6,,,80,65,1,-26,100,85,84,,,,,,591655900500.0,2516.0
2,11,46,300,7,2,33901,6615057,6,,,80,65,1,-34,103,-57,-46,,,,,,599170680786.0,4255.0
2,11,59,200,7,2,33901,6615057,6,,,80,65,1,-34,103,-57,-46,,,,,,599170680786.0,4255.0
2,5,4,700,7,2,33901,6615057,6,,,80,65,1,-34,103,-57,-46,,,,,,599170680786.0,4255.0
2,11,46,400,6,2,33902,6615057,5,,,80,65,2,-42,107,-99,-109,,,,,,598111600019.0,1987.0
2,11,54,100,6,2,33902,6615057,5,,,80,65,2,-42,107,-99,-109,,,,,,598111600019.0,1987.0
2,11,46,700,6,2,33903,6615057,5,,,80,65,1,-56,-19,-109,99,,,,,,667887899491.0,399.0
2,11,54,100,6,2,33903,6615057,5,,,80,65,1,-56,-19,-109,99,,,,,,667887899491.0,399.0
2,11,52,400,6,2,33904,6615057,5,,,80,65,1,-23,108,68,10,,,,,,589504513034.0,3055.0
2,11,59,200,6,2,33904,6615057,5,,,80,65,1,-23,108,68,10,,,,,,589504513034.0,3055.0
2,11,46,0,1,2,33908,6615057,5,,,80,65,1,-16,104,41,-60,,,,,,590575307204.0,4859.0
7,11,49,0,1,2,33908,6615057,5,,,80,65,1,-16,104,41,-60,,,,,,590575307204.0,4859.0
2,11,46,500,1,2,33909,6615057,6,,,80,65,5,-29,101,122,-60,,,,,,597091343044.0,3992.0
7,11,49,0,1,2,33909,6615057,6,,,80,65,5,-29,101,122,-60,,,,,,597091343044.0,3992.0
2,11,47,700,2,2,33910,6615057,6,,,80,65,3,-37,108,0,9,,,,,,587392999433.0,294.0
7,11,49,0,2,2,33910,6615057,6,,,80,65,3,-37,108,0,9,,,,,,587392999433.0,294.0
2,11,47,700,2,2,33911,6615057,6,,,80,65,4,-54,108,-110,1,,,,,,592781021697.0,2314.0
7,11,49,0,2,2,33911,6615057,6,,,80,65,4,-54,108,-110,1,,,,,,592781021697.0,2314.0
2,5,4,600,2,2,33911,6615057,6,,,80,65,4,-54,108,-110,1,,,,,,592781021697.0,2314.0
2,11,48,200,2,2,33912,6615057,6,,,80,65,2,-57,102,-102,-81,,,,,,587382274735.0,4745.0
7,11,49,0,2,2,33912,6615057,6,,,80,65,2,-57,102,-102,-81,,,,,,587382274735.0,4745.0
2,5,4,600,2,2,33912,6615057,6,,,80,65,2,-57,102,-102,-81,,,,,,587382274735.0,4745.0
2,11,49,500,1,2,33913,6615057,5,,,80,65,1,-63,107,-104,-16,,,,,,595948206320.0,1836.0
2,11,54,100,1,2,33913,6615057,5,,,80,65,1,-63,107,-104,-16,,,,,,595948206320.0,1836.0
5,11,49,600,0,2,33914,6615056,9,,,5,128,0,-45,-77,-84,54,,,,,,251331499.0,506.0
5,11,54,100,0,2,33914,6615056,9,,,5,128,0,-45,-77,-84,54,,,,,,251331499.0,506.0
2,11,49,800,0,2,33915,6615057,5,,,80,65,1,-33,101,13,-126,,,,,,591652515202.0,3772.0
2,11,54,100,0,2,33915,6615057,5,,,80,65,1,-33,101,13,-126,,,,,,591652515202.0,3772.0
1,11,50,0,1,2,33916,6615056,5,,,5,128,0,-63,19,64,-125,,,,,,4790420176.0,1996.0
7,11,50,100,0,2,33917,6615057,,,,80,65,2,-42,105,60,14,,,,,,589525244942.0,4757.0
7,11,50,0,1,2,33918,6615057,6,,,80,65,1,-61,99,16,-84,,,,,,592731386028.0,821.0
2,11,54,100,1,2,33918,6615057,6,,,80,65,1,-61,99,16,-84,,,,,,592731386028.0,821.0
7,11,50,0,7,2,33927,6615057,5,,,80,65,1,-44,107,36,110,,,,,,585207440494.0,2281.0
7,11,50,0,7,2,33928,6615057,6,,,80,65,1,-42,100,-9,8,,,,,,598104086280.0,4278.0
2,11,59,200,7,2,33928,6615057,6,,,80,65,1,-42,100,-9,8,,,,,,598104086280.0,4278.0
2,5,4,700,7,2,33928,6615057,6,,,80,65,1,-42,100,-9,8,,,,,,598104086280.0,4278.0
7,11,50,0,7,2,33929,6615057,5,,,80,65,5,-31,98,-44,-52,,,,,,591726499020.0,3624.0
2,11,59,200,7,2,33929,6615057,5,,,80,65,5,-31,98,-44,-52,,,,,,591726499020.0,3624.0
2,11,50,100,7,2,33930,6615057,6,,,80,65,5,-15,106,-58,63,,,,,,590647436863.0,217.0
2,11,59,200,7,2,33930,6615057,6,,,80,65,5,-15,106,-58,63,,,,,,590647436863.0,217.0
1,11,50,200,7,2,33931,6615056,,,,5,128,0,89,-86,-62,-7,,,,,,875626750.0,1035.0
5,11,59,200,7,2,33931,6615056,9,,,5,128,0,89,-86,-62,-7,,,,,,875626750.0,1035.0
5,5,4,700,7,2,33931,6615056,9,,,5,128,0,89,-86,-62,-7,,,,,,875626750.0,1035.0
5,11,50,500,7,2,33932,6615056,5,,,5,128,0,-54,-29,120,2,,,,,,645923215.0,1580.0
5,11,50,700,7,2,33933,6615056,5,,,5,128,0,-21,-96,-75,-26,,,,,,1028064764.0,1077.0
5,11,50,700,7,2,33934,6615056,,,,5,128,1,65,-128,3,-77,,,,,,18084790640.0,1658.0
2,11,51,0,7,2,33935,6615057,6,,,80,65,1,-22,98,-95,51,,,,,,598104252723.0,1791.0
2,11,51,500,7,2,33936,6615057,6,,,80,65,5,-2,107,51,11,,,,,,589580882699.0,1534.0
2,5,4,400,7,2,33936,6615057,6,,,80,65,5,-2,107,51,11,,,,,,589580882699.0,1534.0
2,5,4,700,7,2,33936,6615057,6,,,80,65,5,-2,107,51,11,,,,,,589580882699.0,1534.0
2,11,51,700,7,2,33937,6615057,6,,,80,65,6,-35,104,116,-34,,,,,,597113566430.0,4527.0
7,11,52,0,7,2,33938,6615057,6,,,80,65,1,-59,-29,-89,42,,,,,,666817586986.0,2757.0
2,5,4,400,7,2,33938,6615057,6,,,80,65,1,-59,-29,-89,42,,,,,,666817586986.0,2757.0
2,5,4,700,7,2,33938,6615057,6,,,80,65,1,-59,-29,-89,42,,,,,,666817586986.0,2757.0
1,11,53,100,7,2,33944,6615056,,,,5,128,0,-54,-29,120,2,,,,,,4940890511.0,235.0
2,11,56,500,2,2,33946,6615057,6,,,80,65,1,-52,103,-39,-80,,,,,,598093109680.0,2614.0
2,11,59,200,2,2,33946,6615057,6,,,80,65,1,-52,103,-39,-80,,,,,,598093109680.0,2614.0
2,5,4,600,2,2,33946,6615057,6,,,80,65,1,-52,103,-39,-80,,,,,,598093109680.0,2614.0
2,11,57,400,2,2,33947,6615057,6,,,80,65,1,-60,-21,77,-68,,,,,,664674684348.0,927.0
2,11,59,200,2,2,33947,6615057,6,,,80,65,1,-60,-21,77,-68,,,,,,664674684348.0,927.0
2,5,4,600,2,2,33947,6615057,6,,,80,65,1,-60,-21,77,-68,,,,,,664674684348.0,927.0
7,11,58,300,2,2,33948,6615056,9,,,5,128,1,1,-108,-108,104,,,,,,21607153764.0,3510.0
7,11,59,200,2,2,33948,6615056,9,,,5,128,1,1,-108,-108,104,,,,,,21607153764.0,3510.0
7,5,4,600,2,2,33948,6615056,9,,,5,128,1,1,-108,-108,104,,,,,,21607153764.0,3510.0
7,11,59,100,2,2,33949,6615057,6,,,80,65,3,-28,100,-29,-11,,,,,,598130410485.0,62.0
7,11,59,200,2,2,33949,6615057,6,,,80,65,3,-28,100,-29,-11,,,,,,598130410485.0,62.0
7,5,4,600,2,2,33949,6615057,6,,,80,65,3,-28,100,-29,-11,,,,,,598130410485.0,62.0
2,11,59,200,2,2,33950,6615057,6,,,80,65,2,-19,96,-66,25,,,,,,600267267609.0,3354.0
2,11,59,500,2,2,33951,6615057,6,,,80,65,4,-23,106,80,66,,,,,,587414876226.0,4273.0
2,5,4,400,2,2,33951,6615057,6,,,80,65,4,-23,106,80,66,,,,,,587414876226.0,4273.0
2,5,4,600,2,2,33951,6615057,6,,,80,65,4,-23,106,80,66,,,,,,587414876226.0,4273.0
2,5,0,200,2,2,33952,6615057,6,,,80,65,3,-11,107,78,104,,,,,,597058694760.0,1628.0
2,5,0,600,0,2,33953,6615057,6,,,80,65,4,-22,101,-66,78,,,,,,587408375374.0,6298.0
2,5,4,400,0,2,33953,6615057,6,,,80,65,4,-22,101,-66,78,,,,,,587408375374.0,6298.0
2,5,4,600,0,2,33953,6615057,6,,,80,65,4,-22,101,-66,78,,,,,,587408375374.0,6298.0
7,5,1,200,0,2,33954,6615056,5,,,5,128,1,108,12,-91,-60,,,,,,22502703967.0,4826.0
7,5,4,400,0,2,33954,6615056,5,,,5,128,1,108,12,-91,-60,,,,,,22502703967.0,4826.0
7,5,4,600,0,2,33954,6615056,5,,,5,128,1,108,12,-91,-60,,,,,,22502703967.0,4826.0
2,5,1,300,2,2,33955,6615057,5,,,80,65,4,-18,102,55,126,,,,,,594924877694.0,1124.0
2,5,4,400,2,2,33955,6615057,5,,,80,65,4,-18,102,55,126,,,,,,594924877694.0,1124.0
2,5,4,600,2,2,33955,6615057,5,,,80,65,4,-18,102,55,126,,,,,,594924877694.0,1124.0
2,5,2,700,0,2,33956,6615057,6,,,80,65,2,-16,108,-66,67,,,,,,589525524035.0,4970.0
2,5,4,400,0,2,33956,6615057,6,,,80,65,2,-16,108,-66,67,,,,,,589525524035.0,4970.0
2,5,4,600,0,2,33956,6615057,6,,,80,65,2,-16,108,-66,67,,,,,,589525524035.0,4970.0
2,5,3,100,2,2,33957,6615057,6,,,80,65,2,-33,101,105,-40,,,,,,613153262040.0,355.0
2,5,4,400,2,2,33957,6615057,6,,,80,65,2,-33,101,105,-40,,,,,,613153262040.0,355.0
2,5,4,600,2,2,33957,6615057,6,,,80,65,2,-33,101,105,-40,,,,,,613153262040.0,355.0
7,5,4,0,2,2,33958,6615057,6,,,80,65,6,-37,99,101,98,,,,,,587441448290.0,2356.0
2,5,4,400,2,2,33958,6615057,6,,,80,65,6,-37,99,101,98,,,,,,587441448290.0,2356.0
2,5,4,300,2,2,33959,6615057,6,,,80,65,1,-40,102,96,-50,,,,,,584136155342.0,1551.0
2,5,4,600,2,2,33959,6615057,6,,,80,65,1,-40,102,96,-50,,,,,,584136155342.0,1551.0
2,5,5,200,2,2,33960,6615057,6,,,80,65,5,-31,103,-93,0,,,,,,600314512128.0,5543.0
2,5,9,700,2,2,33960,6615057,6,,,80,65,5,-31,103,-93,0,,,,,,600314512128.0,5543.0
5,11,59,900,0,2,33964,6615056,9,,,5,128,0,-45,-77,-84,54,,,,,,4546298795.0,5763.0
5,5,4,400,0,2,33964,6615056,9,,,5,128,0,-45,-77,-84,54,,,,,,4546298795.0,5763.0
5,5,4,600,0,2,33964,6615056,9,,,5,128,0,-45,-77,-84,54,,,,,,4546298795.0,5763.0
5,5,5,500,7,2,33976,6615056,9,,,5,128,0,63,-28,89,71,,,,,,529138772.0,2898.0
5,5,14,800,7,2,33976,6615056,9,,,5,128,0,63,-28,89,71,,,,,,529138772.0,2898.0
2,5,5,800,7,2,33977,6615057,6,,,80,65,2,-10,102,126,-100,,,,,,587377942172.0,2312.0
2,5,14,800,7,2,33977,6615057,6,,,80,65,2,-10,102,126,-100,,,,,,587377942172.0,2312.0
2,5,5,800,6,2,33978,6615057,6,,,80,65,4,-34,98,-73,-96,,,,,,592777664416.0,6098.0
2,5,9,700,6,2,33978,6615057,6,,,80,65,4,-34,98,-73,-96,,,,,,592777664416.0,6098.0
5,5,19,900,7,2,33979,6615056,9,,,5,128,0,-40,62,113,116,,,,,,5190844686.0,3656.0
5,5,6,200,7,2,33979,6615056,9,,,5,128,0,-40,62,113,116,,,,,,5190844686.0,3656.0
2,5,6,300,6,2,33980,6615057,6,,,80,65,6,-16,109,2,-108,,,,,,596029317780.0,430.0
2,5,9,700,6,2,33980,6615057,6,,,80,65,6,-16,109,2,-108,,,,,,596029317780.0,430.0
2,5,6,500,6,2,33981,6615057,5,,,80,65,1,-33,101,59,1,,,,,,592735623937.0,2319.0
3,5,14,800,6,2,33981,6615057,5,6,,80,65,1,-33,101,59,1,,,,,,592735623937.0,2319.0
2,5,7,200,6,2,33982,6615057,6,,,80,65,1,-31,-22,88,100,,,,,,665742301284.0,4054.0
2,5,14,800,6,2,33982,6615057,6,,,80,65,1,-31,-22,88,100,,,,,,665742301284.0,4054.0
2,5,7,200,7,2,33983,6615057,6,,,80,65,2,-9,106,-108,-85,,,,,,585230701739.0,4762.0
2,5,7,500,7,2,33984,6615057,6,,,80,65,4,-5,109,105,-17,,,,,,594924653039.0,1599.0
2,5,8,300,6,2,33985,6615057,6,,,80,65,1,-32,108,-87,46,,,,,,587362412846.0,442.0
2,5,14,800,6,2,33985,6615057,6,,,80,65,1,-32,108,-87,46,,,,,,587362412846.0,442.0
2,5,8,400,6,2,33986,6615057,6,,,80,65,1,-14,106,44,-18,,,,,,590576422126.0,3370.0
2,5,14,800,6,2,33986,6615057,6,,,80,65,1,-14,106,44,-18,,,,,,590576422126.0,3370.0
7,5,8,600,7,2,33987,6615057,6,,,80,65,2,-16,96,44,-68,,,,,,597044505788.0,61.0
7,5,25,0,7,2,33987,6615057,6,,,80,65,2,-16,96,44,-68,,,,,,597044505788.0,61.0
5,5,19,900,6,2,33988,6615056,8,,,5,128,0,95,-52,-76,-39,,,,,,473564299.0,843.0
5,5,13,600,6,2,33988,6615056,8,,,5,128,0,95,-52,-76,-39,,,,,,473564299.0,843.0
2,5,19,900,6,2,33989,6615057,5,,,80,65,5,-23,106,53,-29,,,,,,586348205539.0,4051.0
2,5,13,800,6,2,33989,6615057,5,,,80,65,5,-23,106,53,-29,,,,,,586348205539.0,4051.0
2,5,14,200,7,2,33990,6615057,,,,80,65,4,,,,,30,21,120,-29,23,590629781805.0,3208.0
2,5,11,400,2,2,33994,6615057,6,,,80,65,1,-60,-21,77,-68,,,,,,665748426172.0,2329.0
2,5,14,800,2,2,33994,6615057,6,,,80,65,1,-60,-21,77,-68,,,,,,665748426172.0,2329.0
2,5,17,400,4,2,33996,6615057,6,,,80,65,6,-10,108,126,-92,,,,,,590670651044.0,919.0
2,5,19,900,4,2,33996,6615057,6,,,80,65,6,-10,108,126,-92,,,,,,590670651044.0,919.0
2,5,17,500,3,2,33997,6615057,6,,,80,65,2,-2,101,-107,-65,,,,,,586296726975.0,2777.0
2,5,19,900,3,2,33997,6615057,6,,,80,65,2,-2,101,-107,-65,,,,,,586296726975.0,2777.0
7,5,17,900,4,2,33998,6615056,9,,,5,128,1,81,-120,-44,119,,,,,,17643274461.0,2419.0
7,5,19,900,4,2,33998,6615056,9,,,5,128,1,81,-120,-44,119,,,,,,17643274461.0,2419.0
2,5,18,700,3,2,33999,6615057,6,,,80,65,5,-32,103,96,-4,,,,,,600318345468.0,4455.0
2,5,19,900,3,2,34000,6615057,6,,,80,65,1,-2,105,-52,-27,,,,,,600242080997.0,3704.0
2,5,25,0,3,2,34000,6615057,6,,,80,65,1,-2,105,-52,-27,,,,,,600242080997.0,3704.0
7,5,21,900,3,2,34001,6615057,,,,80,65,2,-48,103,-107,125,,,,,,592752031101.0,4384.0
2,5,23,200,3,2,34002,6615057,6,,,80,65,2,-19,98,-75,125,,,,,,593825772925.0,212.0
2,5,25,0,3,2,34002,6615057,6,,,80,65,2,-19,98,-75,125,,,,,,593825772925.0,212.0
2,5,22,500,4,2,34003,6615057,6,,,80,65,6,-50,106,126,63,,,,,,596039532095.0,6277.0
2,5,25,0,4,2,34003,6615057,6,,,80,65,6,-50,106,126,63,,,,,,596039532095.0,6277.0
2,5,23,400,3,2,34004,6615057,6,,,80,65,6,-18,106,17,74,,,,,,594958307658.0,3537.0
2,5,24,200,3,2,34005,6615057,6,,,80,65,4,-42,100,-118,123,,,,,,599229508219.0,5083.0
2,5,25,0,3,2,34005,6615057,6,,,80,65,4,-42,100,-118,123,,,,,,599229508219.0,5083.0
2,5,30,200,4,2,34005,6615057,6,,,80,65,4,-42,100,-118,123,,,,,,599229508219.0,5083.0
2,5,25,100,7,2,34015,6615057,6,,,80,65,3,-23,96,13,57,,,,,,587387637049.0,5885.0
2,5,25,300,7,2,34016,6615057,5,,,80,65,1,-23,102,-106,-19,,,,,,586291746541.0,3788.0
2,5,25,500,6,2,34017,6615057,5,,,80,65,1,-56,108,-103,123,,,,,,588437674363.0,440.0
2,5,30,200,6,2,34017,6615057,5,,,80,65,1,-56,108,-103,123,,,,,,588437674363.0,440.0
2,5,26,400,6,2,34018,6615057,6,,,80,65,6,-20,103,82,-52,,,,,,592811430604.0,3658.0
2,5,30,200,6,2,34018,6615057,6,,,80,65,6,-20,103,82,-52,,,,,,592811430604.0,3658.0
5,5,26,600,7,2,34019,6615056,8,,,5,128,0,43,-42,-112,18,,,,,,4522968163.0,5580.0
2,5,26,600,7,2,34020,6615057,6,,,80,65,2,-50,107,-59,111,,,,,,600267195759.0,1151.0
7,5,27,0,7,2,34021,6615057,6,,,80,65,3,-64,97,-65,-28,,,,,,586314473444.0,5339.0
2,5,40,400,7,2,34021,6615057,6,,,80,65,3,-64,97,-65,-28,,,,,,586314473444.0,5339.0
2,5,27,100,7,2,34022,6615057,6,,,80,65,5,-3,99,42,-77,,,,,,589575277235.0,3128.0
10,5,46,900,7,2,34023,-1,,,,255,65535,255,,,,,,,,,,,
2,5,27,200,6,2,34024,6615057,6,,,80,65,3,-44,109,89,-53,,,,,,600283158987.0,5660.0
2,5,30,200,6,2,34024,6615057,6,,,80,65,3,-44,109,89,-53,,,,,,600283158987.0,5660.0
7,5,27,500,6,2,34025,6615056,9,,,5,128,1,30,0,-90,74,,,,,,22247440464.0,5244.0
7,5,30,200,6,2,34025,6615056,9,,,5,128,1,30,0,-90,74,,,,,,22247440464.0,5244.0
2,5,27,500,7,2,34026,6615057,6,,,80,65,2,-10,102,126,-100,,,,,,588451683996.0,3552.0
2,5,27,500,7,2,34027,6615057,6,,,80,65,2,-26,109,-88,-97,,,,,,590602340511.0,736.0
7,5,27,600,6,2,34028,6615056,6,,,5,128,1,-35,-80,-68,-80,,,,,,22207857985.0,4110.0
7,5,30,200,6,2,34028,6615056,6,,,5,128,1,-35,-80,-68,-80,,,,,,22207857985.0,4110.0
